2019-09-29 19:24:22.224166,297,14.3,1e-10,13.135541920243014,2.3754152823920267e-23,1.5225865915115582e-11,862712307692.3077,1.1591349643253923e-12
0,0,0,0
-4.348716744986955e-09,7.615794305975826e-10,2.191639071607194e-09,1.0000019616130166e-06
-1.2598656620535581e-08,7.618901768183724e-10,1.3164881833959994e-08,2.000003923226033e-06
-3.150649665342221e-08,-2.5131735692418657e-09,7.492496909066554e-09,3.0000058848390495e-06
-5.424490301049083e-08,-1.6806245227699522e-09,1.0783541280511509e-08,4.000007846452066e-06
-6.410170820155357e-08,-1.2029342153955408e-09,8.047885082307786e-09,5.000009808065083e-06
-6.3574131806981e-08,-3.339177019431197e-09,8.739347918050742e-09,6.0000117696781e-06
-5.458570633065919e-08,-5.417067430253982e-09,1.1626590245865485e-08,7.000013731291117e-06
-5.8304022362410356e-08,-6.669357570187924e-09,1.4226554583075014e-08,8.000015692904133e-06
-5.192461256353876e-08,-5.832291248074734e-09,1.5189915396751693e-08,9.00001765451715e-06
-4.411479544664939e-08,-7.149826830873816e-09,5.282631658411698e-09,1.0000019616130166e-05
-3.05244958275191e-08,-5.5265691112180915e-09,4.294382855895631e-09,1.1000021577743183e-05
-3.217274139218547e-08,2.855482633342853e-09,1.5123712535251342e-09,1.20000235393562e-05
-1.748185644222831e-08,3.85516031669584e-09,2.9450821556723156e-09,1.3000025500969216e-05
-1.07119112672241e-08,1.3278331814117187e-08,-4.3251256299565735e-09,1.4000027462582233e-05
-1.6315375580336843e-08,2.2226663596380482e-08,-1.8818305015948667e-09,1.500002942419525e-05
-2.68985691330979e-08,1.0637580084106197e-08,-8.67107451567238e-09,1.6000031385808265e-05
-2.71669513215718e-08,1.1228800108232977e-08,7.029290651504652e-09,1.700003334742128e-05
-2.2459002592997172e-08,7.467280226241125e-09,8.039045878087615e-09,1.8000035309034295e-05
-1.4478378547125514e-08,4.248917310334848e-09,3.732463573396357e-09,1.900003727064731e-05
-1.1660778477722324e-08,3.3802335760674645e-09,7.949159507977912e-09,2.0000039232260325e-05
-7.4247699886456985e-09,1.8864861597774328e-08,-8.868275032856106e-10,2.100004119387334e-05
3.486453194102761e-09,2.1384248140464365e-08,1.2029699254015315e-08,2.2000043155486356e-05
7.6358843603751e-09,3.487542329281201e-08,6.809414772423449e-09,2.300004511709937e-05
1.3101342176285757e-08,4.197736379967447e-08,4.051328091141383e-09,2.4000047078712386e-05
2.9935296238921225e-08,4.1732025792757515e-08,-7.512740532782657e-10,2.50000490403254e-05
3.8525891672835287e-08,3.368053840138023e-08,5.912234260850984e-09,2.6000051001938416e-05
4.4753654013365333e-08,2.6577769778796996e-08,1.0341074694851924e-08,2.700005296355143e-05
3.9941119274653194e-08,1.772245518595591e-08,1.1759504997449165e-08,2.8000054925164446e-05
4.46087927839014e-08,2.1089948491611436e-08,1.5971188938763457e-08,2.900005688677746e-05
5.5398060154472476e-08,1.9814095396673366e-08,9.351454226918473e-09,3.0000058848390476e-05
5.1499498077366524e-08,2.000235090822489e-08,3.785495911251731e-09,3.100006081000349e-05
4.788493783326226e-08,1.2704282049593944e-08,4.191860181499494e-09,3.200006277161651e-05
3.2888456677189854e-08,2.28081100197867e-08,5.174722506096576e-09,3.300006473322953e-05
3.312288037705538e-08,1.988462092467562e-08,-6.787768385253685e-09,3.400006669484255e-05
4.078476792212044e-08,2.679844083447202e-08,-1.1385338022779913e-08,3.5000068656455565e-05
3.705872780666827e-08,4.189805815720992e-08,-2.2375542838212844e-08,3.6000070618068584e-05
